typL,liczbaL,typS,liczbS,typP,liczbaP,typWrogaL,liczbaWrogaL,typWrogaS,liczbWrogaS,typWrogaP,liczbaWrogaP,wygrana
piechurzy,199,piechurzy,26,artylerzysci,78,konnica,326,konnica,116,artylerzysci,14,0
artylerzysci,96,konnica,243,artylerzysci,28,artylerzysci,4,piechurzy,209,artylerzysci,312,0
konnica,192,artylerzysci,134,artylerzysci,57,piechurzy,361,konnica,302,artylerzysci,19,0
piechurzy,97,konnica,280,artylerzysci,22,piechurzy,289,konnica,315,konnica,8,0
konnica,83,piechurzy,167,konnica,5,piechurzy,211,piechurzy,333,piechurzy,55,0
piechurzy,123,konnica,226,artylerzysci,50,artylerzysci,431,piechurzy,82,artylerzysci,51,0
piechurzy,84,artylerzysci,266,artylerzysci,24,konnica,260,piechurzy,184,artylerzysci,94,0
piechurzy,18,piechurzy,121,piechurzy,79,piechurzy,346,artylerzysci,175,konnica,154,0
artylerzysci,232,piechurzy,158,konnica,85,artylerzysci,410,piechurzy,161,artylerzysci,35,0
artylerzysci,241,konnica,108,artylerzysci,22,piechurzy,217,piechurzy,52,piechurzy,27,1
piechurzy,83,artylerzysci,301,artylerzysci,64,artylerzysci,267,konnica,73,piechurzy,167,0
konnica,59,konnica,21,artylerzysci,15,artylerzysci,252,piechurzy,45,konnica,278,0
piechurzy,181,artylerzysci,135,piechurzy,93,konnica,216,artylerzysci,50,artylerzysci,90,0
artylerzysci,66,artylerzysci,229,artylerzysci,31,piechurzy,483,konnica,74,piechurzy,160,0
artylerzysci,202,artylerzysci,27,artylerzysci,26,artylerzysci,355,konnica,122,konnica,105,0
konnica,231,konnica,74,konnica,37,artylerzysci,292,artylerzysci,56,artylerzysci,175,1
konnica,271,piechurzy,19,konnica,31,piechurzy,75,konnica,439,piechurzy,24,1
artylerzysci,84,artylerzysci,55,piechurzy,65,konnica,155,artylerzysci,306,konnica,79,0
konnica,135,konnica,198,konnica,1,piechurzy,365,artylerzysci,90,konnica,203,0
piechurzy,16,artylerzysci,339,piechurzy,76,konnica,481,artylerzysci,6,konnica,13,0
artylerzysci,314,piechurzy,80,konnica,76,artylerzysci,2,piechurzy,206,artylerzysci,285,1
artylerzysci,106,piechurzy,251,piechurzy,106,piechurzy,346,artylerzysci,230,konnica,61,0
artylerzysci,129,artylerzysci,193,artylerzysci,105,artylerzysci,358,artylerzysci,79,piechurzy,50,1
artylerzysci,130,piechurzy,177,artylerzysci,66,konnica,260,artylerzysci,180,konnica,76,0
artylerzysci,53,konnica,119,konnica,117,konnica,212,piechurzy,161,piechurzy,112,0
piechurzy,21,artylerzysci,140,konnica,162,piechurzy,29,konnica,224,konnica,17,1
piechurzy,347,artylerzysci,132,konnica,2,konnica,165,konnica,271,konnica,55,0
piechurzy,301,piechurzy,85,piechurzy,142,artylerzysci,286,artylerzysci,154,artylerzysci,108,0
konnica,340,piechurzy,11,artylerzysci,6,piechurzy,459,artylerzysci,122,piechurzy,132,1
konnica,249,artylerzysci,14,artylerzysci,29,konnica,102,konnica,136,artylerzysci,27,1
artylerzysci,253,konnica,19,konnica,35,konnica,139,konnica,99,konnica,11,0
konnica,10,konnica,53,konnica,216,konnica,475,piechurzy,14,piechurzy,1,1
piechurzy,70,piechurzy,79,piechurzy,42,artylerzysci,470,konnica,62,piechurzy,50,0
konnica,235,piechurzy,62,artylerzysci,58,artylerzysci,402,artylerzysci,175,piechurzy,16,0
piechurzy,239,piechurzy,126,piechurzy,133,artylerzysci,290,konnica,228,piechurzy,43,0
piechurzy,255,konnica,82,piechurzy,115,piechurzy,400,artylerzysci,17,konnica,153,0
piechurzy,330,konnica,157,artylerzysci,12,konnica,115,piechurzy,151,konnica,71,1
piechurzy,313,piechurzy,168,piechurzy,28,konnica,391,piechurzy,21,piechurzy,36,0
konnica,151,konnica,47,artylerzysci,39,piechurzy,43,piechurzy,52,piechurzy,106,1
artylerzysci,54,konnica,174,piechurzy,80,piechurzy,210,konnica,230,konnica,141,0
artylerzysci,116,artylerzysci,247,piechurzy,54,artylerzysci,142,piechurzy,27,konnica,110,1
piechurzy,113,piechurzy,177,piechurzy,132,konnica,99,konnica,290,konnica,90,0
artylerzysci,72,piechurzy,4,konnica,25,artylerzysci,33,artylerzysci,384,konnica,186,0
konnica,102,piechurzy,18,artylerzysci,126,piechurzy,279,piechurzy,151,artylerzysci,266,0
konnica,306,artylerzysci,31,konnica,15,piechurzy,231,konnica,162,artylerzysci,140,1
piechurzy,107,piechurzy,260,piechurzy,33,konnica,37,piechurzy,12,artylerzysci,335,0
piechurzy,273,piechurzy,197,konnica,18,piechurzy,255,artylerzysci,80,piechurzy,237,0
konnica,140,konnica,14,artylerzysci,68,artylerzysci,455,piechurzy,135,piechurzy,1,0
artylerzysci,237,piechurzy,30,konnica,159,konnica,41,artylerzysci,278,piechurzy,184,1
piechurzy,281,artylerzysci,117,piechurzy,121,konnica,380,piechurzy,20,konnica,11,0
artylerzysci,194,piechurzy,12,artylerzysci,96,artylerzysci,476,konnica,19,konnica,35,0
artylerzysci,318,konnica,82,artylerzysci,27,konnica,14,konnica,13,artylerzysci,396,0
artylerzysci,293,konnica,118,konnica,3,piechurzy,254,artylerzysci,195,artylerzysci,178,1
piechurzy,211,piechurzy,51,piechurzy,169,artylerzysci,385,konnica,182,piechurzy,11,0
piechurzy,146,piechurzy,244,piechurzy,19,konnica,205,artylerzysci,31,konnica,85,0
artylerzysci,295,konnica,109,piechurzy,12,artylerzysci,75,konnica,417,piechurzy,26,0
piechurzy,145,konnica,6,piechurzy,114,piechurzy,43,artylerzysci,308,artylerzysci,99,0
piechurzy,350,konnica,167,piechurzy,9,konnica,270,artylerzysci,125,piechurzy,122,0
artylerzysci,4,artylerzysci,184,artylerzysci,88,artylerzysci,26,konnica,85,piechurzy,49,1
piechurzy,308,piechurzy,79,artylerzysci,7,konnica,3,konnica,390,artylerzysci,61,0
konnica,143,konnica,158,artylerzysci,45,piechurzy,192,konnica,5,piechurzy,157,1
artylerzysci,285,piechurzy,73,artylerzysci,101,konnica,306,konnica,20,konnica,98,0
piechurzy,264,artylerzysci,209,konnica,30,konnica,263,piechurzy,84,piechurzy,7,1
piechurzy,4,artylerzysci,31,piechurzy,19,konnica,339,artylerzysci,103,artylerzysci,83,0
konnica,336,piechurzy,1,artylerzysci,9,konnica,41,konnica,225,artylerzysci,204,0
piechurzy,155,piechurzy,231,konnica,8,piechurzy,403,piechurzy,10,artylerzysci,124,0
piechurzy,88,konnica,132,konnica,163,artylerzysci,117,konnica,393,artylerzysci,9,0
konnica,103,artylerzysci,23,piechurzy,183,konnica,492,piechurzy,9,konnica,1,0
piechurzy,108,artylerzysci,12,konnica,133,artylerzysci,422,konnica,47,artylerzysci,48,0
konnica,82,piechurzy,260,artylerzysci,128,piechurzy,236,konnica,279,artylerzysci,85,0
artylerzysci,183,piechurzy,164,artylerzysci,8,piechurzy,390,piechurzy,233,konnica,30,0
artylerzysci,83,piechurzy,212,konnica,38,konnica,167,artylerzysci,244,artylerzysci,103,0
konnica,318,konnica,27,piechurzy,6,konnica,121,piechurzy,377,piechurzy,173,0
artylerzysci,50,piechurzy,39,konnica,46,artylerzysci,70,piechurzy,17,artylerzysci,45,1
artylerzysci,267,artylerzysci,104,konnica,21,piechurzy,313,artylerzysci,138,konnica,170,0
artylerzysci,279,artylerzysci,108,artylerzysci,22,konnica,141,konnica,314,artylerzysci,26,0
artylerzysci,323,konnica,95,artylerzysci,9,artylerzysci,320,artylerzysci,168,artylerzysci,53,0
artylerzysci,177,artylerzysci,107,konnica,33,konnica,433,artylerzysci,47,konnica,19,0
piechurzy,79,artylerzysci,156,artylerzysci,126,konnica,321,artylerzysci,36,konnica,121,0
piechurzy,291,konnica,3,piechurzy,5,artylerzysci,304,piechurzy,25,artylerzysci,241,0
piechurzy,53,artylerzysci,54,piechurzy,140,konnica,308,artylerzysci,150,piechurzy,26,0
konnica,91,piechurzy,198,konnica,138,konnica,179,artylerzysci,110,konnica,16,0
artylerzysci,313,konnica,111,piechurzy,6,artylerzysci,181,piechurzy,338,piechurzy,180,0
konnica,93,piechurzy,152,piechurzy,12,artylerzysci,372,piechurzy,191,konnica,94,0
artylerzysci,119,konnica,165,konnica,47,piechurzy,256,konnica,343,konnica,2,0
artylerzysci,115,konnica,257,piechurzy,8,konnica,315,konnica,131,piechurzy,9,0
piechurzy,31,artylerzysci,71,konnica,253,piechurzy,285,konnica,229,piechurzy,85,1
konnica,203,piechurzy,13,piechurzy,125,konnica,36,piechurzy,132,artylerzysci,337,0
konnica,312,piechurzy,1,piechurzy,21,konnica,459,artylerzysci,35,konnica,9,0
piechurzy,311,konnica,56,piechurzy,131,piechurzy,423,konnica,7,artylerzysci,57,0
konnica,203,piechurzy,28,konnica,78,artylerzysci,444,konnica,6,piechurzy,160,0
artylerzysci,121,artylerzysci,76,piechurzy,120,artylerzysci,375,artylerzysci,161,artylerzysci,14,0
piechurzy,236,konnica,69,piechurzy,69,piechurzy,261,konnica,153,artylerzysci,185,0
piechurzy,190,artylerzysci,86,piechurzy,83,artylerzysci,180,konnica,271,konnica,81,0
piechurzy,103,piechurzy,58,artylerzysci,123,artylerzysci,369,konnica,43,konnica,99,0
konnica,344,piechurzy,4,artylerzysci,5,artylerzysci,441,artylerzysci,154,piechurzy,24,0
artylerzysci,53,konnica,188,piechurzy,103,artylerzysci,39,piechurzy,340,artylerzysci,103,0
piechurzy,286,piechurzy,24,konnica,19,konnica,431,artylerzysci,43,artylerzysci,23,0
artylerzysci,165,artylerzysci,196,konnica,74,piechurzy,441,piechurzy,148,piechurzy,39,1
konnica,217,piechurzy,15,konnica,105,piechurzy,144,artylerzysci,43,artylerzysci,40,1
artylerzysci,198,piechurzy,146,konnica,130,piechurzy,273,artylerzysci,85,artylerzysci,167,1
artylerzysci,204,artylerzysci,62,artylerzysci,128,konnica,315,piechurzy,156,konnica,70,0
konnica,92,konnica,130,piechurzy,56,konnica,80,konnica,101,konnica,157,0
piechurzy,294,piechurzy,55,artylerzysci,73,piechurzy,339,konnica,223,konnica,51,0
piechurzy,217,konnica,19,piechurzy,82,piechurzy,304,konnica,246,konnica,59,0
artylerzysci,216,konnica,95,piechurzy,87,konnica,239,piechurzy,59,konnica,63,0
konnica,161,artylerzysci,1,artylerzysci,59,piechurzy,23,konnica,98,artylerzysci,43,1
artylerzysci,347,artylerzysci,39,piechurzy,35,konnica,128,konnica,203,artylerzysci,23,0
piechurzy,276,piechurzy,111,piechurzy,107,piechurzy,420,piechurzy,37,konnica,241,0
konnica,124,konnica,66,piechurzy,94,piechurzy,193,piechurzy,243,piechurzy,208,0
artylerzysci,291,konnica,69,konnica,62,konnica,299,konnica,115,artylerzysci,16,0
artylerzysci,176,piechurzy,40,artylerzysci,93,piechurzy,324,piechurzy,29,piechurzy,312,0
piechurzy,304,konnica,123,konnica,41,konnica,325,piechurzy,31,artylerzysci,35,0
piechurzy,245,konnica,20,piechurzy,25,konnica,480,konnica,19,piechurzy,1,0
artylerzysci,202,artylerzysci,185,konnica,10,konnica,405,konnica,43,konnica,7,0
piechurzy,350,konnica,142,konnica,27,artylerzysci,225,artylerzysci,176,piechurzy,67,0
artylerzysci,284,piechurzy,73,piechurzy,85,piechurzy,232,artylerzysci,351,konnica,75,1
artylerzysci,17,konnica,88,artylerzysci,46,artylerzysci,95,artylerzysci,149,artylerzysci,238,0
artylerzysci,314,piechurzy,41,konnica,6,piechurzy,483,artylerzysci,149,artylerzysci,62,0
piechurzy,204,artylerzysci,90,piechurzy,139,konnica,28,konnica,213,piechurzy,199,0
piechurzy,222,piechurzy,234,piechurzy,62,artylerzysci,438,artylerzysci,67,artylerzysci,25,0
piechurzy,246,artylerzysci,124,artylerzysci,107,artylerzysci,191,piechurzy,331,konnica,64,0
piechurzy,4,artylerzysci,321,piechurzy,51,piechurzy,85,artylerzysci,445,konnica,66,0
piechurzy,258,artylerzysci,211,artylerzysci,2,konnica,229,konnica,172,konnica,31,0
konnica,86,piechurzy,76,piechurzy,214,konnica,212,artylerzysci,141,artylerzysci,74,0
piechurzy,205,konnica,198,artylerzysci,9,konnica,419,piechurzy,64,piechurzy,1,0
piechurzy,195,piechurzy,179,piechurzy,144,artylerzysci,455,artylerzysci,42,artylerzysci,41,0
artylerzysci,183,artylerzysci,124,konnica,101,piechurzy,338,piechurzy,17,konnica,166,1
piechurzy,326,piechurzy,113,piechurzy,23,konnica,117,artylerzysci,86,artylerzysci,157,0
artylerzysci,117,konnica,98,konnica,78,piechurzy,87,konnica,447,konnica,11,0
piechurzy,78,konnica,234,artylerzysci,9,artylerzysci,79,piechurzy,9,piechurzy,289,1
artylerzysci,285,artylerzysci,18,artylerzysci,15,konnica,45,artylerzysci,363,piechurzy,15,0
artylerzysci,34,piechurzy,46,piechurzy,64,artylerzysci,363,artylerzysci,36,konnica,13,0
artylerzysci,4,artylerzysci,331,konnica,55,piechurzy,227,artylerzysci,300,konnica,161,0
konnica,18,konnica,223,piechurzy,57,piechurzy,470,artylerzysci,159,piechurzy,9,0
artylerzysci,255,konnica,15,artylerzysci,123,konnica,484,konnica,16,piechurzy,1,0
piechurzy,88,artylerzysci,181,piechurzy,10,piechurzy,69,piechurzy,132,konnica,3,1
konnica,186,konnica,65,piechurzy,7,konnica,84,piechurzy,189,piechurzy,13,1
konnica,106,konnica,121,konnica,6,piechurzy,182,artylerzysci,37,konnica,24,1
konnica,27,artylerzysci,314,piechurzy,38,piechurzy,1,konnica,247,artylerzysci,75,1
konnica,119,konnica,17,konnica,130,piechurzy,66,piechurzy,232,artylerzysci,330,0
konnica,104,konnica,123,konnica,84,artylerzysci,271,konnica,160,piechurzy,10,1
artylerzysci,101,artylerzysci,152,konnica,128,artylerzysci,499,piechurzy,25,artylerzysci,5,0
artylerzysci,203,artylerzysci,113,konnica,19,konnica,143,piechurzy,144,artylerzysci,203,0
konnica,58,artylerzysci,227,piechurzy,38,piechurzy,357,artylerzysci,14,artylerzysci,147,0
piechurzy,325,artylerzysci,170,artylerzysci,37,artylerzysci,416,artylerzysci,67,artylerzysci,34,0
konnica,187,konnica,38,piechurzy,90,artylerzysci,114,piechurzy,66,piechurzy,257,1
piechurzy,138,artylerzysci,94,piechurzy,55,piechurzy,370,konnica,113,artylerzysci,101,0
konnica,189,artylerzysci,69,piechurzy,9,konnica,420,konnica,80,artylerzysci,1,0
artylerzysci,9,artylerzysci,190,konnica,86,konnica,349,piechurzy,131,konnica,20,0
konnica,48,piechurzy,48,piechurzy,199,artylerzysci,379,artylerzysci,145,piechurzy,82,0
piechurzy,208,artylerzysci,44,piechurzy,140,piechurzy,28,artylerzysci,345,konnica,153,0
konnica,89,piechurzy,152,artylerzysci,101,konnica,501,konnica,1,konnica,2,0
konnica,57,piechurzy,155,konnica,83,piechurzy,97,konnica,103,artylerzysci,325,0
piechurzy,287,artylerzysci,145,artylerzysci,14,konnica,79,konnica,170,artylerzysci,226,0
konnica,47,artylerzysci,2,artylerzysci,243,konnica,426,piechurzy,66,artylerzysci,28,0
konnica,125,piechurzy,89,konnica,121,artylerzysci,102,piechurzy,173,konnica,151,1
piechurzy,258,konnica,35,piechurzy,88,artylerzysci,26,konnica,326,piechurzy,71,0
konnica,41,konnica,21,piechurzy,144,konnica,376,artylerzysci,48,konnica,81,0
artylerzysci,158,piechurzy,172,piechurzy,90,artylerzysci,22,artylerzysci,402,artylerzysci,34,0
artylerzysci,335,artylerzysci,83,piechurzy,27,artylerzysci,195,piechurzy,338,artylerzysci,4,1
artylerzysci,74,piechurzy,41,konnica,191,artylerzysci,303,piechurzy,34,konnica,106,0
piechurzy,347,piechurzy,33,piechurzy,84,artylerzysci,126,konnica,110,artylerzysci,235,0
konnica,159,konnica,100,konnica,44,konnica,235,konnica,47,artylerzysci,63,0
konnica,342,konnica,7,piechurzy,1,artylerzysci,221,konnica,11,piechurzy,45,1
piechurzy,168,konnica,193,piechurzy,50,konnica,271,piechurzy,150,piechurzy,151,0
artylerzysci,293,piechurzy,32,artylerzysci,5,artylerzysci,270,konnica,123,piechurzy,172,0
piechurzy,120,konnica,36,konnica,86,piechurzy,418,konnica,236,piechurzy,2,0
konnica,236,artylerzysci,84,piechurzy,32,artylerzysci,185,konnica,283,piechurzy,2,1
konnica,213,konnica,100,konnica,28,piechurzy,179,konnica,212,piechurzy,200,1
artylerzysci,209,konnica,111,artylerzysci,39,konnica,154,piechurzy,170,artylerzysci,127,0
piechurzy,5,artylerzysci,162,konnica,192,artylerzysci,124,konnica,370,konnica,5,0
piechurzy,260,artylerzysci,128,artylerzysci,111,konnica,246,konnica,67,piechurzy,82,1
piechurzy,228,konnica,183,artylerzysci,29,konnica,273,piechurzy,61,piechurzy,62,0
piechurzy,41,konnica,294,piechurzy,21,konnica,390,piechurzy,72,artylerzysci,37,0
konnica,86,piechurzy,112,artylerzysci,11,artylerzysci,32,artylerzysci,272,konnica,256,0
artylerzysci,236,konnica,147,piechurzy,1,konnica,63,artylerzysci,306,piechurzy,40,1
konnica,246,artylerzysci,94,konnica,21,artylerzysci,69,artylerzysci,239,konnica,37,1
artylerzysci,19,piechurzy,282,artylerzysci,120,artylerzysci,391,piechurzy,179,konnica,25,0
artylerzysci,191,piechurzy,153,konnica,128,artylerzysci,285,piechurzy,84,konnica,55,1
piechurzy,91,piechurzy,209,artylerzysci,38,piechurzy,398,artylerzysci,238,konnica,116,0
piechurzy,330,artylerzysci,183,artylerzysci,13,piechurzy,430,piechurzy,26,piechurzy,171,1
artylerzysci,329,artylerzysci,89,artylerzysci,2,piechurzy,114,piechurzy,209,piechurzy,21,1
piechurzy,4,piechurzy,182,piechurzy,15,konnica,408,piechurzy,16,piechurzy,72,0
piechurzy,74,artylerzysci,87,piechurzy,220,konnica,480,artylerzysci,1,piechurzy,5,0
piechurzy,159,piechurzy,132,piechurzy,179,konnica,244,konnica,22,konnica,7,0
piechurzy,278,artylerzysci,156,konnica,35,artylerzysci,308,artylerzysci,1,konnica,92,0
piechurzy,163,konnica,134,artylerzysci,94,artylerzysci,187,piechurzy,153,piechurzy,213,0
konnica,120,piechurzy,50,piechurzy,165,konnica,189,artylerzysci,41,piechurzy,224,0
piechurzy,32,artylerzysci,274,artylerzysci,115,konnica,502,konnica,1,konnica,2,0
artylerzysci,150,konnica,116,artylerzysci,93,piechurzy,144,konnica,383,konnica,1,0
artylerzysci,325,artylerzysci,16,artylerzysci,84,piechurzy,82,piechurzy,260,piechurzy,33,1
piechurzy,51,artylerzysci,22,konnica,145,piechurzy,266,konnica,366,piechurzy,1,0
artylerzysci,238,konnica,124,konnica,23,piechurzy,231,artylerzysci,126,konnica,30,1
piechurzy,223,artylerzysci,237,piechurzy,38,konnica,10,artylerzysci,25,artylerzysci,45,1
artylerzysci,1,piechurzy,284,artylerzysci,59,konnica,342,konnica,125,artylerzysci,22,0
konnica,300,piechurzy,26,piechurzy,23,artylerzysci,442,piechurzy,82,piechurzy,54,0
piechurzy,160,artylerzysci,244,konnica,53,konnica,421,konnica,75,artylerzysci,4,0
konnica,248,piechurzy,18,artylerzysci,10,piechurzy,390,konnica,63,piechurzy,243,0
artylerzysci,98,artylerzysci,77,piechurzy,91,artylerzysci,457,artylerzysci,79,piechurzy,33,0
piechurzy,167,piechurzy,120,piechurzy,170,piechurzy,186,artylerzysci,368,piechurzy,87,0
piechurzy,125,konnica,153,artylerzysci,30,artylerzysci,380,piechurzy,46,konnica,124,0
konnica,303,piechurzy,12,piechurzy,36,piechurzy,357,artylerzysci,14,artylerzysci,118,1
konnica,121,artylerzysci,57,konnica,91,artylerzysci,34,piechurzy,199,artylerzysci,154,1
konnica,93,konnica,203,konnica,28,piechurzy,318,piechurzy,67,piechurzy,85,1
artylerzysci,145,konnica,82,konnica,74,konnica,127,artylerzysci,181,piechurzy,20,1
piechurzy,243,artylerzysci,183,piechurzy,5,piechurzy,387,konnica,209,piechurzy,60,0
konnica,177,artylerzysci,160,konnica,7,konnica,27,piechurzy,37,konnica,129,1
konnica,314,piechurzy,11,piechurzy,28,artylerzysci,253,artylerzysci,14,artylerzysci,169,1
piechurzy,156,piechurzy,111,piechurzy,132,artylerzysci,280,artylerzysci,210,piechurzy,50,0
piechurzy,218,piechurzy,205,piechurzy,103,konnica,301,konnica,56,konnica,56,0
konnica,207,konnica,63,artylerzysci,18,konnica,438,artylerzysci,14,piechurzy,22,0
konnica,11,piechurzy,260,artylerzysci,199,piechurzy,20,piechurzy,16,konnica,279,0
artylerzysci,34,piechurzy,173,konnica,140,artylerzysci,335,piechurzy,51,konnica,95,0
artylerzysci,141,piechurzy,182,artylerzysci,115,piechurzy,137,artylerzysci,272,konnica,173,0
piechurzy,150,artylerzysci,17,piechurzy,103,piechurzy,66,artylerzysci,15,piechurzy,20,1
piechurzy,279,konnica,89,piechurzy,71,artylerzysci,233,artylerzysci,266,piechurzy,65,0
konnica,152,konnica,174,konnica,26,konnica,347,artylerzysci,153,piechurzy,26,0
artylerzysci,179,piechurzy,71,artylerzysci,2,piechurzy,333,piechurzy,135,konnica,178,0
konnica,54,artylerzysci,288,artylerzysci,19,piechurzy,408,konnica,92,artylerzysci,45,0
piechurzy,96,artylerzysci,298,artylerzysci,15,piechurzy,388,piechurzy,233,piechurzy,21,1
artylerzysci,30,piechurzy,137,konnica,174,konnica,337,piechurzy,107,konnica,75,0
konnica,52,artylerzysci,222,piechurzy,132,piechurzy,340,artylerzysci,225,artylerzysci,163,0
konnica,30,piechurzy,106,artylerzysci,25,piechurzy,304,konnica,96,artylerzysci,11,0
piechurzy,322,piechurzy,155,konnica,34,piechurzy,21,piechurzy,271,artylerzysci,67,1
piechurzy,150,piechurzy,57,konnica,126,artylerzysci,83,piechurzy,193,piechurzy,120,1
artylerzysci,213,piechurzy,122,konnica,30,konnica,61,artylerzysci,230,artylerzysci,89,0
piechurzy,289,piechurzy,135,konnica,97,konnica,328,piechurzy,88,konnica,115,0
piechurzy,216,konnica,104,artylerzysci,26,konnica,257,artylerzysci,92,artylerzysci,122,0
konnica,342,artylerzysci,7,piechurzy,1,piechurzy,274,konnica,40,piechurzy,17,1
piechurzy,1,konnica,213,konnica,120,konnica,444,konnica,30,artylerzysci,26,0
piechurzy,118,artylerzysci,281,artylerzysci,64,artylerzysci,25,piechurzy,296,artylerzysci,52,1
artylerzysci,20,artylerzysci,118,artylerzysci,131,artylerzysci,348,piechurzy,149,konnica,109,0
artylerzysci,33,konnica,165,konnica,99,piechurzy,294,konnica,354,artylerzysci,1,0
konnica,122,konnica,136,artylerzysci,31,artylerzysci,361,artylerzysci,104,artylerzysci,6,0
piechurzy,102,konnica,61,piechurzy,195,konnica,159,piechurzy,108,artylerzysci,256,0
konnica,349,piechurzy,2,konnica,2,konnica,282,konnica,186,konnica,1,0
artylerzysci,115,konnica,13,konnica,223,konnica,376,artylerzysci,96,konnica,48,0
artylerzysci,4,konnica,16,konnica,89,konnica,104,konnica,341,piechurzy,56,0
artylerzysci,176,artylerzysci,156,artylerzysci,71,artylerzysci,209,konnica,11,artylerzysci,293,0
piechurzy,265,artylerzysci,81,konnica,45,piechurzy,145,konnica,408,piechurzy,5,0
piechurzy,200,artylerzysci,199,konnica,90,artylerzysci,140,artylerzysci,287,piechurzy,117,0
artylerzysci,303,piechurzy,71,konnica,54,konnica,352,artylerzysci,10,piechurzy,5,0
artylerzysci,34,piechurzy,27,piechurzy,280,artylerzysci,448,artylerzysci,76,konnica,89,0
konnica,169,konnica,24,artylerzysci,4,piechurzy,130,piechurzy,219,piechurzy,211,1
konnica,325,konnica,14,piechurzy,7,piechurzy,498,artylerzysci,141,artylerzysci,42,1
konnica,251,konnica,86,artylerzysci,14,konnica,299,piechurzy,151,konnica,122,0
piechurzy,234,artylerzysci,6,artylerzysci,104,artylerzysci,302,konnica,75,piechurzy,172,0
konnica,32,piechurzy,286,artylerzysci,31,piechurzy,210,piechurzy,273,konnica,208,0
konnica,66,artylerzysci,82,konnica,85,konnica,406,piechurzy,47,konnica,45,0
piechurzy,90,artylerzysci,278,piechurzy,51,piechurzy,351,piechurzy,225,konnica,157,0
konnica,114,piechurzy,236,konnica,52,konnica,404,konnica,14,konnica,33,0
konnica,98,artylerzysci,251,piechurzy,49,artylerzysci,53,artylerzysci,173,konnica,275,0
artylerzysci,338,artylerzysci,90,artylerzysci,30,artylerzysci,271,konnica,54,artylerzysci,224,0
artylerzysci,208,konnica,178,artylerzysci,2,piechurzy,499,artylerzysci,191,artylerzysci,56,0
konnica,348,piechurzy,2,piechurzy,1,artylerzysci,303,piechurzy,272,artylerzysci,26,1
konnica,326,konnica,20,artylerzysci,2,piechurzy,88,konnica,399,konnica,35,1
konnica,42,artylerzysci,7,piechurzy,219,artylerzysci,322,piechurzy,168,konnica,90,0
konnica,203,piechurzy,69,artylerzysci,68,artylerzysci,74,piechurzy,168,piechurzy,235,1
artylerzysci,134,artylerzysci,82,piechurzy,119,piechurzy,339,piechurzy,119,piechurzy,113,0
artylerzysci,93,konnica,233,piechurzy,26,artylerzysci,202,konnica,251,piechurzy,62,0
artylerzysci,227,piechurzy,85,konnica,109,artylerzysci,253,artylerzysci,187,piechurzy,12,1
artylerzysci,220,konnica,130,konnica,34,konnica,451,artylerzysci,32,konnica,4,0
artylerzysci,101,piechurzy,272,artylerzysci,54,konnica,359,artylerzysci,74,artylerzysci,22,0
konnica,128,konnica,160,piechurzy,52,konnica,149,piechurzy,36,artylerzysci,144,0
artylerzysci,309,piechurzy,34,piechurzy,87,konnica,235,artylerzysci,71,artylerzysci,200,0
artylerzysci,184,piechurzy,22,piechurzy,141,konnica,208,artylerzysci,239,artylerzysci,78,0
piechurzy,260,piechurzy,28,konnica,206,artylerzysci,394,piechurzy,202,konnica,8,0
artylerzysci,235,konnica,52,artylerzysci,9,artylerzysci,81,piechurzy,206,konnica,186,0
piechurzy,224,piechurzy,238,artylerzysci,12,piechurzy,393,piechurzy,240,piechurzy,12,0
artylerzysci,230,konnica,63,piechurzy,68,piechurzy,6,konnica,241,artylerzysci,98,1
artylerzysci,228,artylerzysci,68,artylerzysci,52,konnica,5,artylerzysci,130,piechurzy,259,1
konnica,229,konnica,35,piechurzy,40,piechurzy,402,artylerzysci,294,konnica,32,0
piechurzy,285,konnica,85,konnica,124,konnica,113,piechurzy,368,konnica,88,0
artylerzysci,341,piechurzy,77,piechurzy,8,piechurzy,40,konnica,224,artylerzysci,120,1
piechurzy,153,artylerzysci,70,artylerzysci,99,konnica,30,artylerzysci,84,piechurzy,148,1
artylerzysci,150,artylerzysci,48,artylerzysci,86,piechurzy,126,konnica,401,artylerzysci,28,0
konnica,19,konnica,288,konnica,19,artylerzysci,220,artylerzysci,290,artylerzysci,2,0
konnica,30,konnica,219,artylerzysci,8,konnica,498,konnica,1,artylerzysci,1,0
konnica,202,artylerzysci,135,konnica,30,piechurzy,33,konnica,265,konnica,36,1
artylerzysci,267,artylerzysci,136,piechurzy,20,konnica,103,konnica,53,artylerzysci,335,0
artylerzysci,12,artylerzysci,188,konnica,129,konnica,233,piechurzy,208,artylerzysci,49,1
piechurzy,271,konnica,121,konnica,40,piechurzy,134,piechurzy,130,konnica,176,0
piechurzy,284,piechurzy,190,artylerzysci,74,konnica,458,konnica,9,konnica,10,0
artylerzysci,13,artylerzysci,283,piechurzy,121,artylerzysci,384,konnica,147,konnica,42,0
konnica,123,piechurzy,136,piechurzy,15,artylerzysci,228,artylerzysci,59,konnica,26,0
artylerzysci,225,konnica,74,piechurzy,12,piechurzy,469,konnica,100,artylerzysci,2,0
konnica,65,artylerzysci,73,konnica,81,konnica,85,piechurzy,171,piechurzy,186,0
konnica,174,piechurzy,87,artylerzysci,11,konnica,135,konnica,310,piechurzy,13,0
